model,lambda_reg,regularized_epochs,epoch,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
electra_small_discriminator,0.005,5,1,0.5608462259054184,,,,,
electra_small_discriminator,0.005,5,2,0.5558652811527253,,,,,
electra_small_discriminator,0.005,5,3,0.5576873857593536,,,,,
electra_small_discriminator,0.005,5,4,0.5548585485839844,,,,,
electra_small_discriminator,0.005,5,5,0.5538534114265442,,,,,
electra_small_discriminator,0.005,5,final_test,,0.5054128590115583,0.7508,0.7098112702449472,0.84848,0.7729757306318782
electra_small_discriminator,0.005,10,1,0.5533348820924759,,,,,
electra_small_discriminator,0.005,10,2,0.5528654692173004,,,,,
electra_small_discriminator,0.005,10,3,0.5538915001058579,,,,,
electra_small_discriminator,0.005,10,4,0.5524825300598144,,,,,
electra_small_discriminator,0.005,10,5,0.5529816063642502,,,,,
electra_small_discriminator,0.005,10,6,0.550038296751976,,,,,
electra_small_discriminator,0.005,10,7,0.5496181996440888,,,,,
electra_small_discriminator,0.005,10,8,0.550925768995285,,,,,
electra_small_discriminator,0.005,10,9,0.5512214139318466,,,,,
electra_small_discriminator,0.005,10,10,0.5490386688280106,,,,,
electra_small_discriminator,0.005,10,final_test,,0.4914081576003223,0.76088,0.728521373510862,0.83168,0.7766903249906612
electra_small_discriminator,0.01,5,1,0.5476825858974457,,,,,
electra_small_discriminator,0.01,5,2,0.5511409462118149,,,,,
electra_small_discriminator,0.01,5,3,0.55070920586586,,,,,
electra_small_discriminator,0.01,5,4,0.5462217857074737,,,,,
electra_small_discriminator,0.01,5,5,0.5497231418609619,,,,,
electra_small_discriminator,0.01,5,final_test,,0.4913249430523724,0.75984,0.7237531000275558,0.84048,0.7777613266212614
electra_small_discriminator,0.01,10,1,0.5469183671808243,,,,,
electra_small_discriminator,0.01,10,2,0.5500070603179932,,,,,
electra_small_discriminator,0.01,10,3,0.5471069821596145,,,,,
electra_small_discriminator,0.01,10,4,0.5492170178842545,,,,,
electra_small_discriminator,0.01,10,5,0.5469742486810685,,,,,
electra_small_discriminator,0.01,10,6,0.5478840067195893,,,,,
electra_small_discriminator,0.01,10,7,0.5471905430984497,,,,,
electra_small_discriminator,0.01,10,8,0.5448410317802429,,,,,
electra_small_discriminator,0.01,10,9,0.5447426597690582,,,,,
electra_small_discriminator,0.01,10,10,0.5456129604816436,,,,,
electra_small_discriminator,0.01,10,final_test,,0.48490403798990955,0.765,0.7346461712828505,0.82968,0.7792764022992824
electra_small_discriminator,0.025,5,1,0.5496581207466126,,,,,
electra_small_discriminator,0.025,5,2,0.548590927324295,,,,,
electra_small_discriminator,0.025,5,3,0.547106953792572,,,,,
electra_small_discriminator,0.025,5,4,0.5478775825881959,,,,,
electra_small_discriminator,0.025,5,5,0.5505171312904358,,,,,
electra_small_discriminator,0.025,5,final_test,,0.4858097542823314,0.76424,0.7298858574610245,0.83896,0.7806312341819266
