model,lambda_reg,regularized_epochs,epoch,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1
roberta,0.005,5,1,0.34934081017255786,,,,,
roberta,0.005,5,2,0.34523786972522735,,,,,
roberta,0.005,5,3,0.34100122441053393,,,,,
roberta,0.005,5,4,0.33952098567724226,,,,,
roberta,0.005,5,5,0.3352009706926346,,,,,
roberta,0.005,5,final_test,,0.2590501389918481,0.89804,0.8910019646365422,0.90704,0.8989494549058473
roberta,0.005,10,1,0.3366069617629051,,,,,
roberta,0.005,10,2,0.3360648603618145,,,,,
roberta,0.005,10,3,0.33221771626710894,,,,,
roberta,0.005,10,4,0.33403325224637986,,,,,
roberta,0.005,10,5,0.3316570166361332,,,,,
roberta,0.005,10,6,0.3325580877101421,,,,,
roberta,0.005,10,7,0.33089086523890493,,,,,
roberta,0.005,10,8,0.329495198700428,,,,,
roberta,0.005,10,9,0.32706233738183976,,,,,
roberta,0.005,10,10,0.3266303884732723,,,,,
roberta,0.005,10,final_test,,0.24581057063744224,0.90264,0.8954274041483343,0.91176,0.9035198985254479
roberta,0.01,5,1,0.33266990951538083,,,,,
roberta,0.01,5,2,0.32907234397292134,,,,,
roberta,0.01,5,3,0.32702391623616217,,,,,
roberta,0.01,5,4,0.32839231412649156,,,,,
roberta,0.01,5,5,0.3263199400615692,,,,,
roberta,0.01,5,final_test,,0.24379338636775086,0.9046,0.8966977802180564,0.91456,0.9055408134975644
roberta,0.01,10,1,0.32629474613189696,,,,,
roberta,0.01,10,2,0.33124205187797545,,,,,
roberta,0.01,10,3,0.328426500890255,,,,,
roberta,0.01,10,4,0.3287977137160301,,,,,
roberta,0.01,10,5,0.328343729724884,,,,,
roberta,0.01,10,6,0.3245446633684635,,,,,
roberta,0.01,10,7,0.32655326449871064,,,,,
roberta,0.01,10,8,0.32649293045639993,,,,,
roberta,0.01,10,9,0.3248337644565105,,,,,
roberta,0.01,10,10,0.3242258612084389,,,,,
roberta,0.01,10,final_test,,0.2406379818014791,0.90468,0.896776217742568,0.91464,0.905620024555428
roberta,0.025,5,1,0.3354400272321701,,,,,
roberta,0.025,5,2,0.33345851763248446,,,,,
roberta,0.025,5,3,0.3319581187868118,,,,,
roberta,0.025,5,4,0.33328295149087905,,,,,
roberta,0.025,5,5,0.32824763664245604,,,,,
roberta,0.025,5,final_test,,0.2383964852112931,0.9062,0.8974559686888454,0.9172,0.9072205736894166
roberta,0.025,10,1,0.332559566988945,,,,,
roberta,0.025,10,2,0.33012827159166336,,,,,
roberta,0.025,10,3,0.3352703197455406,,,,,
roberta,0.025,10,4,0.33023468609571455,,,,,
roberta,0.025,10,5,0.33196536180257796,,,,,
roberta,0.025,10,6,0.3313378191900253,,,,,
roberta,0.025,10,7,0.3291193603515625,,,,,
roberta,0.025,10,8,0.32877282400608066,,,,,
roberta,0.025,10,9,0.3279698329114914,,,,,
roberta,0.025,10,10,0.32736000300168994,,,,,
roberta,0.025,10,final_test,,0.23662442490559785,0.9068,0.897265625,0.9188,0.9079051383399209
roberta,0.05,5,1,0.3440504685282707,,,,,
roberta,0.05,5,2,0.34188339197397233,,,,,
roberta,0.05,5,3,0.3435170950245857,,,,,
roberta,0.05,5,4,0.3403381980395317,,,,,
roberta,0.05,5,5,0.33761386675834654,,,,,
roberta,0.05,5,final_test,,0.23633677816770432,0.90664,0.8992930086410055,0.91584,0.9074910820451842
roberta,0.05,10,1,0.34107122822523117,,,,,
roberta,0.05,10,2,0.34218374938964846,,,,,
roberta,0.05,10,3,0.3415755478453636,,,,,
roberta,0.05,10,4,0.34067879873514173,,,,,
roberta,0.05,10,5,0.3409239637637138,,,,,
roberta,0.05,10,6,0.339859423956871,,,,,
roberta,0.05,10,7,0.33953157024621966,,,,,
roberta,0.05,10,8,0.33967083138942716,,,,,
roberta,0.05,10,9,0.33929379556179046,,,,,
